Date,Label,1,2,3,4,5,6,7,8,9,10,top1,top2,top3,top4
2019-05-10,1,[3.3499759999999696],[-5.739990000000034],[-6.369995000000017],[23.130004999999983],[11.75],[-5.150024999999914],[-19.970092999999906],[3.4799800000000687],[13.579956000000038],[3.1800539999999273],the week in tech: facebook and google reshape the narrative on privacy,,,
2019-05-13,0,[0.6800539999999273],[3.3499759999999696],[-5.739990000000034],[-6.369995000000017],[23.130004999999983],[11.75],[-5.150024999999914],[-19.970092999999906],[3.4799800000000687],[13.579956000000038],,,,
2019-05-14,0,[-9.929932000000008],[0.6800539999999273],[3.3499759999999696],[-5.739990000000034],[-6.369995000000017],[23.130004999999983],[11.75],[-5.150024999999914],[-19.970092999999906],[3.4799800000000687],"attention, amazon shoppers: google wants some of your spending money",,,
2019-05-15,1,[-16.77001999999993],[-9.929932000000008],[0.6800539999999273],[3.3499759999999696],[-5.739990000000034],[-6.369995000000017],[23.130004999999983],[11.75],[-5.150024999999914],[-19.970092999999906],,,,
2019-05-16,1,[46.339966000000004],[-16.77001999999993],[-9.929932000000008],[0.6800539999999273],[3.3499759999999696],[-5.739990000000034],[-6.369995000000017],[23.130004999999983],[11.75],[-5.150024999999914],,,,
2019-05-17,0,[14.469970000000103],[46.339966000000004],[-16.77001999999993],[-9.929932000000008],[0.6800539999999273],[3.3499759999999696],[-5.739990000000034],[-6.369995000000017],[23.130004999999983],[11.75],you’re not alone when you’re on google,,,
2019-05-20,0,[-6.169922000000042],[14.469970000000103],[46.339966000000004],[-16.77001999999993],[-9.929932000000008],[0.6800539999999273],[3.3499759999999696],[-5.739990000000034],[-6.369995000000017],[23.130004999999983],"u.s. tech suppliers, including google, restrict dealings with huawei after trump order",tech stocks sink after google cuts huawei off android support,"as huawei loses google, the u.s.-china tech cold war gets its iron curtain",
2019-05-21,1,[-5.65002400000003],[-6.169922000000042],[14.469970000000103],[46.339966000000004],[-16.77001999999993],[-9.929932000000008],[0.6800539999999273],[3.3499759999999696],[-5.739990000000034],[-6.369995000000017],google changes abortion ad policy,,,
2019-05-22,1,[1.1400149999999485],[-5.65002400000003],[-6.169922000000042],[14.469970000000103],[46.339966000000004],[-16.77001999999993],[-9.929932000000008],[0.6800539999999273],[3.3499759999999696],[-5.739990000000034],google’s duplex uses a.i. to mimic humans (sometimes),,,
2019-05-23,1,[4.670043999999962],[1.1400149999999485],[-5.65002400000003],[-6.169922000000042],[14.469970000000103],[46.339966000000004],[-16.77001999999993],[-9.929932000000008],[0.6800539999999273],[3.3499759999999696],,,,
2019-05-24,0,[0.2700199999999313],[4.670043999999962],[1.1400149999999485],[-5.65002400000003],[-6.169922000000042],[14.469970000000103],[46.339966000000004],[-16.77001999999993],[-9.929932000000008],[0.6800539999999273],,,,
2019-05-28,1,[],[-13.890014000000065],[0.2700199999999313],[4.670043999999962],[1.1400149999999485],[-5.65002400000003],[-6.169922000000042],[14.469970000000103],[46.339966000000004],[-16.77001999999993],google’s shadow work force: temps who outnumber full-time employees,,,
2019-05-29,0,[0.15002400000003036],[],[-13.890014000000065],[0.2700199999999313],[4.670043999999962],[1.1400149999999485],[-5.65002400000003],[-6.169922000000042],[14.469970000000103],[46.339966000000004],on migrant journeys with whatsapp and google translate,,,
2019-05-30,1,[-11.06005899999991],[0.15002400000003036],[],[-13.890014000000065],[0.2700199999999313],[4.670043999999962],[1.1400149999999485],[-5.65002400000003],[-6.169922000000042],[14.469970000000103],google should google the definition of ‘employee’,,,
2019-05-31,1,[2.4099120000000767],[-11.06005899999991],[0.15002400000003036],[],[-13.890014000000065],[0.2700199999999313],[4.670043999999962],[1.1400149999999485],[-5.65002400000003],[-6.169922000000042],,,,
2019-06-03,0,[2.339966000000004],[2.4099120000000767],[-11.06005899999991],[0.15002400000003036],[],[-13.890014000000065],[0.2700199999999313],[4.670043999999962],[1.1400149999999485],[-5.65002400000003],,,,
2019-06-04,1,[-29.27001999999993],[2.339966000000004],[2.4099120000000767],[-11.06005899999991],[0.15002400000003036],[],[-13.890014000000065],[0.2700199999999313],[4.670043999999962],[1.1400149999999485],why does google know everything you’ve bought on amazon for the past six years?,,,
2019-06-05,0,[10.150024999999914],[-29.27001999999993],[2.339966000000004],[2.4099120000000767],[-11.06005899999991],[0.15002400000003036],[],[-13.890014000000065],[0.2700199999999313],[4.670043999999962],,,,
2019-06-06,0,[-9.320067999999992],[10.150024999999914],[-29.27001999999993],[2.339966000000004],[2.4099120000000767],[-11.06005899999991],[0.15002400000003036],[],[-13.890014000000065],[0.2700199999999313],google to buy data analytics company despite new antitrust scrutiny,,,
2019-06-07,1,[-0.6500240000000304],[-9.320067999999992],[10.150024999999914],[-29.27001999999993],[2.339966000000004],[2.4099120000000767],[-11.06005899999991],[0.15002400000003036],[],[-13.890014000000065],,,,
2019-06-10,1,[15.410033999999996],[-0.6500240000000304],[-9.320067999999992],[10.150024999999914],[-29.27001999999993],[2.339966000000004],[2.4099120000000767],[-11.06005899999991],[0.15002400000003036],[],,,,
2019-06-11,0,[7.400024999999914],[15.410033999999996],[-0.6500240000000304],[-9.320067999999992],[10.150024999999914],[-29.27001999999993],[2.339966000000004],[2.4099120000000767],[-11.06005899999991],[0.15002400000003036],,,,
2019-06-12,0,[-15.260009000000082],[7.400024999999914],[15.410033999999996],[-0.6500240000000304],[-9.320067999999992],[10.150024999999914],[-29.27001999999993],[2.339966000000004],[2.4099120000000767],[-11.06005899999991],"‘oversharing’ on google calendar, and making sure readers come back for more",,,
2019-06-13,1,[-0.9699709999999868],[-15.260009000000082],[7.400024999999914],[15.410033999999996],[-0.6500240000000304],[-9.320067999999992],[10.150024999999914],[-29.27001999999993],[2.339966000000004],[2.4099120000000767],,,,
2019-06-14,0,[5.130004999999983],[-0.9699709999999868],[-15.260009000000082],[7.400024999999914],[15.410033999999996],[-0.6500240000000304],[-9.320067999999992],[10.150024999999914],[-29.27001999999993],[2.339966000000004],,,,
2019-06-17,1,[-1.070067999999992],[5.130004999999983],[-0.9699709999999868],[-15.260009000000082],[7.400024999999914],[15.410033999999996],[-0.6500240000000304],[-9.320067999999992],[10.150024999999914],[-29.27001999999993],,,,
2019-06-18,0,[6.219970999999987],[-1.070067999999992],[5.130004999999983],[-0.9699709999999868],[-15.260009000000082],[7.400024999999914],[15.410033999999996],[-0.6500240000000304],[-9.320067999999992],[10.150024999999914],google pledges to invest $1 billion to ease bay area housing crisis,,,
2019-06-19,0,[-6.08996500000012],[6.219970999999987],[-1.070067999999992],[5.130004999999983],[-0.9699709999999868],[-15.260009000000082],[7.400024999999914],[15.410033999999996],[-0.6500240000000304],[-9.320067999999992],,,,
2019-06-20,0,[-3.2700199999999313],[-6.08996500000012],[6.219970999999987],[-1.070067999999992],[5.130004999999983],[-0.9699709999999868],[-15.260009000000082],[7.400024999999914],[15.410033999999996],[-0.6500240000000304],,,,
2019-06-21,1,[-8.569946000000073],[-3.2700199999999313],[-6.08996500000012],[6.219970999999987],[-1.070067999999992],[5.130004999999983],[-0.9699709999999868],[-15.260009000000082],[7.400024999999914],[15.410033999999996],,,,
2019-06-24,0,[12.640014999999948],[-8.569946000000073],[-3.2700199999999313],[-6.08996500000012],[6.219970999999987],[-1.070067999999992],[5.130004999999983],[-0.9699709999999868],[-15.260009000000082],[7.400024999999914],,,,
2019-06-25,0,[-4.08996500000012],[12.640014999999948],[-8.569946000000073],[-3.2700199999999313],[-6.08996500000012],[6.219970999999987],[-1.070067999999992],[5.130004999999983],[-0.9699709999999868],[-15.260009000000082],,,,
2019-06-26,0,[-26.310058000000026],[-4.08996500000012],[12.640014999999948],[-8.569946000000073],[-3.2700199999999313],[-6.08996500000012],[6.219970999999987],[-1.070067999999992],[5.130004999999983],[-0.9699709999999868],google and the university of chicago are sued over data sharing,,,
2019-06-27,0,[-6.6999510000000555],[-26.310058000000026],[-4.08996500000012],[12.640014999999948],[-8.569946000000073],[-3.2700199999999313],[-6.08996500000012],[6.219970999999987],[-1.070067999999992],[5.130004999999983],,,,
2019-06-28,1,[-7.989990000000034],[-6.6999510000000555],[-26.310058000000026],[-4.08996500000012],[12.640014999999948],[-8.569946000000073],[-3.2700199999999313],[-6.08996500000012],[6.219970999999987],[-1.070067999999992],,,,
2019-07-01,0,[4.5200190000000475],[-7.989990000000034],[-6.6999510000000555],[-26.310058000000026],[-4.08996500000012],[12.640014999999948],[-8.569946000000073],[-3.2700199999999313],[-6.08996500000012],[6.219970999999987],,,,
2019-07-02,1,[-0.0500489999999445],[4.5200190000000475],[-7.989990000000034],[-6.6999510000000555],[-26.310058000000026],[-4.08996500000012],[12.640014999999948],[-8.569946000000073],[-3.2700199999999313],[-6.08996500000012],,,,
2019-07-03,1,[9.010009999999966],[-0.0500489999999445],[4.5200190000000475],[-7.989990000000034],[-6.6999510000000555],[-26.310058000000026],[-4.08996500000012],[12.640014999999948],[-8.569946000000073],[-3.2700199999999313],,,,
2019-07-05,1,[],[4.169922000000042],[9.010009999999966],[-0.0500489999999445],[4.5200190000000475],[-7.989990000000034],[-6.6999510000000555],[-26.310058000000026],[-4.08996500000012],[12.640014999999948],,,,
2019-07-08,0,[13.78991700000006],[],[4.169922000000042],[9.010009999999966],[-0.0500489999999445],[4.5200190000000475],[-7.989990000000034],[-6.6999510000000555],[-26.310058000000026],[-4.08996500000012],,,,
2019-07-09,1,[-8.820067999999992],[13.78991700000006],[],[4.169922000000042],[9.010009999999966],[-0.0500489999999445],[4.5200190000000475],[-7.989990000000034],[-6.6999510000000555],[-26.310058000000026],,,,
2019-07-10,1,[13.029907000000094],[-8.820067999999992],[13.78991700000006],[],[4.169922000000042],[9.010009999999966],[-0.0500489999999445],[4.5200190000000475],[-7.989990000000034],[-6.6999510000000555],"google’s 4,000-word privacy policy is a secret history of the internet",,,
2019-07-11,1,[9.260009000000082],[13.029907000000094],[-8.820067999999992],[13.78991700000006],[],[4.169922000000042],[9.010009999999966],[-0.0500489999999445],[4.5200190000000475],[-7.989990000000034],,,,
2019-07-12,1,[0.9599610000000212],[9.260009000000082],[13.029907000000094],[-8.820067999999992],[13.78991700000006],[],[4.169922000000042],[9.010009999999966],[-0.0500489999999445],[4.5200190000000475],"rene favaloro, a pioneering surgeon, is honored in today’s google doodle",,,
2019-07-15,1,[0.910033999999996],[0.9599610000000212],[9.260009000000082],[13.029907000000094],[-8.820067999999992],[13.78991700000006],[],[4.169922000000042],[9.010009999999966],[-0.0500489999999445],a feisty google adversary tests how much people care about privacy,,,
2019-07-16,1,[3.4799809999999525],[0.910033999999996],[0.9599610000000212],[9.260009000000082],[13.029907000000094],[-8.820067999999992],[13.78991700000006],[],[4.169922000000042],[9.010009999999966],"tech hearings: congress unites to take aim at amazon, apple, facebook and google",,,
2019-07-17,0,[7.579956000000038],[3.4799809999999525],[0.910033999999996],[0.9599610000000212],[9.260009000000082],[13.029907000000094],[-8.820067999999992],[13.78991700000006],[],[4.169922000000042],google glass may have an afterlife as a device to teach autistic children,facebook and google trackers are showing up on porn sites,,
2019-07-18,1,[-4.619995000000017],[7.579956000000038],[3.4799809999999525],[0.910033999999996],[0.9599610000000212],[9.260009000000082],[13.029907000000094],[-8.820067999999992],[13.78991700000006],[],,,,
2019-07-19,0,[4.589966000000004],[-4.619995000000017],[7.579956000000038],[3.4799809999999525],[0.910033999999996],[0.9599610000000212],[9.260009000000082],[13.029907000000094],[-8.820067999999992],[13.78991700000006],,,,
2019-07-22,1,[-18.08996500000012],[4.589966000000004],[-4.619995000000017],[7.579956000000038],[3.4799809999999525],[0.910033999999996],[0.9599610000000212],[9.260009000000082],[13.029907000000094],[-8.820067999999992],,,,
2019-07-23,1,[4.619995000000017],[-18.08996500000012],[4.589966000000004],[-4.619995000000017],[7.579956000000038],[3.4799809999999525],[0.910033999999996],[0.9599610000000212],[9.260009000000082],[13.029907000000094],,,,
2019-07-24,1,[2.209961000000021],[4.619995000000017],[-18.08996500000012],[4.589966000000004],[-4.619995000000017],[7.579956000000038],[3.4799809999999525],[0.910033999999996],[0.9599610000000212],[9.260009000000082],,,,
2019-07-25,0,[5.91003499999988],[2.209961000000021],[4.619995000000017],[-18.08996500000012],[4.589966000000004],[-4.619995000000017],[7.579956000000038],[3.4799809999999525],[0.910033999999996],[0.9599610000000212],"tulsi gabbard, democratic presidential candidate, sues google for $50 million",,,
2019-07-26,1,[-5.6999510000000555],[5.91003499999988],[2.209961000000021],[4.619995000000017],[-18.08996500000012],[4.589966000000004],[-4.619995000000017],[7.579956000000038],[3.4799809999999525],[0.910033999999996],,,,
2019-07-29,0,[26.369995000000017],[-5.6999510000000555],[5.91003499999988],[2.209961000000021],[4.619995000000017],[-18.08996500000012],[4.589966000000004],[-4.619995000000017],[7.579956000000038],[3.4799809999999525],,,,
2019-07-30,0,[-1.6400149999999485],[26.369995000000017],[-5.6999510000000555],[5.91003499999988],[2.209961000000021],[4.619995000000017],[-18.08996500000012],[4.589966000000004],[-4.619995000000017],[7.579956000000038],,,,
2019-07-31,0,[-0.2700190000000475],[-1.6400149999999485],[26.369995000000017],[-5.6999510000000555],[5.91003499999988],[2.209961000000021],[4.619995000000017],[-18.08996500000012],[4.589966000000004],[-4.619995000000017],,,,
2019-08-01,0,[-6.319946000000073],[-0.2700190000000475],[-1.6400149999999485],[26.369995000000017],[-5.6999510000000555],[5.91003499999988],[2.209961000000021],[4.619995000000017],[-18.08996500000012],[4.589966000000004],,,,
2019-08-02,0,[-5.0200190000000475],[-6.319946000000073],[-0.2700190000000475],[-1.6400149999999485],[26.369995000000017],[-5.6999510000000555],[5.91003499999988],[2.209961000000021],[4.619995000000017],[-18.08996500000012],"good for google, bad for america",dealbook briefing: peter thiel accuses google of arming china (again),,
2019-08-05,0,[-6.75],[-5.0200190000000475],[-6.319946000000073],[-0.2700190000000475],[-1.6400149999999485],[26.369995000000017],[-5.6999510000000555],[5.91003499999988],[2.209961000000021],[4.619995000000017],senators urge google to give temporary workers full-time status,,,
2019-08-06,1,[-17.720092999999906],[-6.75],[-5.0200190000000475],[-6.319946000000073],[-0.2700190000000475],[-1.6400149999999485],[26.369995000000017],[-5.6999510000000555],[5.91003499999988],[2.209961000000021],,,,
2019-08-07,1,[6.639892000000145],[-17.720092999999906],[-6.75],[-5.0200190000000475],[-6.319946000000073],[-0.2700190000000475],[-1.6400149999999485],[26.369995000000017],[-5.6999510000000555],[5.91003499999988],,,,
2019-08-08,1,[17.989990000000034],[6.639892000000145],[-17.720092999999906],[-6.75],[-5.0200190000000475],[-6.319946000000073],[-0.2700190000000475],[-1.6400149999999485],[26.369995000000017],[-5.6999510000000555],,,,
2019-08-09,0,[21.970092999999906],[17.989990000000034],[6.639892000000145],[-17.720092999999906],[-6.75],[-5.0200190000000475],[-6.319946000000073],[-0.2700190000000475],[-1.6400149999999485],[26.369995000000017],,,,
2019-08-12,0,[-9.979980000000069],[21.970092999999906],[17.989990000000034],[6.639892000000145],[-17.720092999999906],[-6.75],[-5.0200190000000475],[-6.319946000000073],[-0.2700190000000475],[-1.6400149999999485],,,,
2019-08-13,1,[-4.5],[-9.979980000000069],[21.970092999999906],[17.989990000000034],[6.639892000000145],[-17.720092999999906],[-6.75],[-5.0200190000000475],[-6.319946000000073],[-0.2700190000000475],,,,
2019-08-14,0,[25.81005899999991],[-4.5],[-9.979980000000069],[21.970092999999906],[17.989990000000034],[6.639892000000145],[-17.720092999999906],[-6.75],[-5.0200190000000475],[-6.319946000000073],,,,
2019-08-15,1,[-12.020019999999931],[25.81005899999991],[-4.5],[-9.979980000000069],[21.970092999999906],[17.989990000000034],[6.639892000000145],[-17.720092999999906],[-6.75],[-5.0200190000000475],,,,
2019-08-16,0,[3.7600099999999657],[-12.020019999999931],[25.81005899999991],[-4.5],[-9.979980000000069],[21.970092999999906],[17.989990000000034],[6.639892000000145],[-17.720092999999906],[-6.75],,,,
2019-08-19,1,[-1.9500729999999749],[3.7600099999999657],[-12.020019999999931],[25.81005899999991],[-4.5],[-9.979980000000069],[21.970092999999906],[17.989990000000034],[6.639892000000145],[-17.720092999999906],fact-checking trump’s claim that google ‘manipulated’ millions of votes for clinton,,,
2019-08-20,0,[8.359985000000052],[-1.9500729999999749],[3.7600099999999657],[-12.020019999999931],[25.81005899999991],[-4.5],[-9.979980000000069],[21.970092999999906],[17.989990000000034],[6.639892000000145],,,,
2019-08-21,0,[-12.56005899999991],[8.359985000000052],[-1.9500729999999749],[3.7600099999999657],[-12.020019999999931],[25.81005899999991],[-4.5],[-9.979980000000069],[21.970092999999906],[17.989990000000034],6 google tricks that will turn you into an internet detective,,,
2019-08-22,0,[-1.9000240000000304],[-12.56005899999991],[8.359985000000052],[-1.9500729999999749],[3.7600099999999657],[-12.020019999999931],[25.81005899999991],[-4.5],[-9.979980000000069],[21.970092999999906],"in the trump era, a family’s fight with google and facebook over disinformation",how a conservative news site thrived on facebook and google,,
2019-08-23,0,[-4.5399170000000595],[-1.9000240000000304],[-12.56005899999991],[8.359985000000052],[-1.9500729999999749],[3.7600099999999657],[-12.020019999999931],[25.81005899999991],[-4.5],[-9.979980000000069],google tries to corral its staff after ugly internal debates,,,
2019-08-26,1,[-30.699951000000056],[-4.5399170000000595],[-1.9000240000000304],[-12.56005899999991],[8.359985000000052],[-1.9500729999999749],[3.7600099999999657],[-12.020019999999931],[25.81005899999991],[-4.5],,,,
2019-08-27,0,[11.630004999999983],[-30.699951000000056],[-4.5399170000000595],[-1.9000240000000304],[-12.56005899999991],[8.359985000000052],[-1.9500729999999749],[3.7600099999999657],[-12.020019999999931],[25.81005899999991],former star google and uber engineer charged with theft of trade secrets,,,
2019-08-28,1,[-12.69006300000001],[11.630004999999983],[-30.699951000000056],[-4.5399170000000595],[-1.9000240000000304],[-12.56005899999991],[8.359985000000052],[-1.9500729999999749],[3.7600099999999657],[-12.020019999999931],,,,
2019-08-29,1,[9.31005899999991],[-12.69006300000001],[11.630004999999983],[-30.699951000000056],[-4.5399170000000595],[-1.9000240000000304],[-12.56005899999991],[8.359985000000052],[-1.9500729999999749],[3.7600099999999657],,,,
2019-08-30,0,[11.729980999999952],[9.31005899999991],[-12.69006300000001],[11.630004999999983],[-30.699951000000056],[-4.5399170000000595],[-1.9000240000000304],[-12.56005899999991],[8.359985000000052],[-1.9500729999999749],,,,
2019-09-03,0,[],[-10.40002400000003],[11.729980999999952],[9.31005899999991],[-12.69006300000001],[11.630004999999983],[-30.699951000000056],[-4.5399170000000595],[-1.9000240000000304],[-12.56005899999991],,,,
2019-09-04,1,[-8.640014000000065],[],[-10.40002400000003],[11.729980999999952],[9.31005899999991],[-12.69006300000001],[11.630004999999983],[-30.699951000000056],[-4.5399170000000595],[-1.9000240000000304],google is fined $170 million for violating children’s privacy on youtube,,,
2019-09-05,1,[4.700072999999975],[-8.640014000000065],[],[-10.40002400000003],[11.729980999999952],[9.31005899999991],[-12.69006300000001],[11.630004999999983],[-30.699951000000056],[-4.5399170000000595],"the work diary of parisa tabriz, google’s ‘security princess’",,,
