Date,Label,1,2,3,4,5,6,7,8,9,10,top1,top2,top3,top4
2019-09-06,0,[19.84997599999997],[4.700072999999975],[-8.640014000000065],[],[-10.40002400000003],[11.729980999999952],[9.31005899999991],[-12.69006300000001],[11.630004999999983],[-30.699951000000056],new google and facebook inquiries show big tech scrutiny is rare bipartisan act,"16 ways facebook, google, apple and amazon are in government cross hairs",,
2019-09-09,1,[-3.1999510000000555],[19.84997599999997],[4.700072999999975],[-8.640014000000065],[],[-10.40002400000003],[11.729980999999952],[9.31005899999991],[-12.69006300000001],[11.630004999999983],"taliban, google, n.f.l.: your monday briefing",google antitrust investigation outlined by state attorneys general,,
2019-09-10,1,[0.410033999999996],[-3.1999510000000555],[19.84997599999997],[4.700072999999975],[-8.640014000000065],[],[-10.40002400000003],[11.729980999999952],[9.31005899999991],[-12.69006300000001],lesson of the day: ‘6 google tricks that will turn you into an internet detective’,,,
2019-09-11,1,[10.84997599999997],[0.410033999999996],[-3.1999510000000555],[19.84997599999997],[4.700072999999975],[-8.640014000000065],[],[-10.40002400000003],[11.729980999999952],[9.31005899999991],,,,
2019-09-12,1,[16.760009999999966],[10.84997599999997],[0.410033999999996],[-3.1999510000000555],[19.84997599999997],[4.700072999999975],[-8.640014000000065],[],[-10.40002400000003],[11.729980999999952],google says a change in its algorithm will highlight ‘original reporting’,google settles with u.s. over workers’ complaints it stifled dissent,,
2019-09-13,1,[9.949951000000056],[16.760009999999966],[10.84997599999997],[0.410033999999996],[-3.1999510000000555],[19.84997599999997],[4.700072999999975],[-8.640014000000065],[],[-10.40002400000003],,,,
2019-09-16,1,[8.21008299999994],[9.949951000000056],[16.760009999999966],[10.84997599999997],[0.410033999999996],[-3.1999510000000555],[19.84997599999997],[4.700072999999975],[-8.640014000000065],[],,,,
2019-09-17,0,[1.7800290000000132],[8.21008299999994],[9.949951000000056],[16.760009999999966],[10.84997599999997],[0.410033999999996],[-3.1999510000000555],[19.84997599999997],[4.700072999999975],[-8.640014000000065],,,,
2019-09-18,1,[-1.25],[1.7800290000000132],[8.21008299999994],[9.949951000000056],[16.760009999999966],[10.84997599999997],[0.410033999999996],[-3.1999510000000555],[19.84997599999997],[4.700072999999975],,,,
2019-09-19,1,[4.90002400000003],[-1.25],[1.7800290000000132],[8.21008299999994],[9.949951000000056],[16.760009999999966],[10.84997599999997],[0.410033999999996],[-3.1999510000000555],[19.84997599999997],,,,
2019-09-20,0,[6.649902000000111],[4.90002400000003],[-1.25],[1.7800290000000132],[8.21008299999994],[9.949951000000056],[16.760009999999966],[10.84997599999997],[0.410033999999996],[-3.1999510000000555],,,,
2019-09-23,1,[-3.18994100000009],[6.649902000000111],[4.90002400000003],[-1.25],[1.7800290000000132],[8.21008299999994],[9.949951000000056],[16.760009999999966],[10.84997599999997],[0.410033999999996],,,,
2019-09-24,0,[8.030029000000013],[-3.18994100000009],[6.649902000000111],[4.90002400000003],[-1.25],[1.7800290000000132],[8.21008299999994],[9.949951000000056],[16.760009999999966],[10.84997599999997],,,,
2019-09-25,1,[-21.239990000000034],[8.030029000000013],[-3.18994100000009],[6.649902000000111],[4.90002400000003],[-1.25],[1.7800290000000132],[8.21008299999994],[9.949951000000056],[16.760009999999966],,,,
2019-09-26,0,[30.70007399999986],[-21.239990000000034],[8.030029000000013],[-3.18994100000009],[6.649902000000111],[4.90002400000003],[-1.25],[1.7800290000000132],[8.21008299999994],[9.949951000000056],,,,
2019-09-27,0,[-0.5699460000000727],[30.70007399999986],[-21.239990000000034],[8.030029000000013],[-3.18994100000009],[6.649902000000111],[4.90002400000003],[-1.25],[1.7800290000000132],[8.21008299999994],,,,
2019-09-30,0,[-17.92004399999996],[-0.5699460000000727],[30.70007399999986],[-21.239990000000034],[8.030029000000013],[-3.18994100000009],[6.649902000000111],[4.90002400000003],[-1.25],[1.7800290000000132],,,,
2019-10-01,0,[-1.9699709999999868],[-17.92004399999996],[-0.5699460000000727],[30.70007399999986],[-21.239990000000034],[8.030029000000013],[-3.18994100000009],[6.649902000000111],[4.90002400000003],[-1.25],,,,
2019-10-02,0,[-13.90002400000003],[-1.9699709999999868],[-17.92004399999996],[-0.5699460000000727],[30.70007399999986],[-21.239990000000034],[8.030029000000013],[-3.18994100000009],[6.649902000000111],[4.90002400000003],how to set your google data to self-destruct,,,
2019-10-03,1,[-20.349975000000086],[-13.90002400000003],[-1.9699709999999868],[-17.92004399999996],[-0.5699460000000727],[30.70007399999986],[-21.239990000000034],[8.030029000000013],[-3.18994100000009],[6.649902000000111],,,,
2019-10-04,1,[7.829956000000038],[-20.349975000000086],[-13.90002400000003],[-1.9699709999999868],[-17.92004399999996],[-0.5699460000000727],[30.70007399999986],[-21.239990000000034],[8.030029000000013],[-3.18994100000009],atlanta asks google whether it targeted black homeless people,,,
2019-10-07,1,[17.10998500000005],[7.829956000000038],[-20.349975000000086],[-13.90002400000003],[-1.9699709999999868],[-17.92004399999996],[-0.5699460000000727],[30.70007399999986],[-21.239990000000034],[8.030029000000013],,,,
2019-10-08,0,[3.280029999999897],[17.10998500000005],[7.829956000000038],[-20.349975000000086],[-13.90002400000003],[-1.9699709999999868],[-17.92004399999996],[-0.5699460000000727],[30.70007399999986],[-21.239990000000034],,,,
2019-10-09,1,[-8.459961000000021],[3.280029999999897],[17.10998500000005],[7.829956000000038],[-20.349975000000086],[-13.90002400000003],[-1.9699709999999868],[-17.92004399999996],[-0.5699460000000727],[30.70007399999986],,,,
2019-10-10,1,[2.9600829999999405],[-8.459961000000021],[3.280029999999897],[17.10998500000005],[7.829956000000038],[-20.349975000000086],[-13.90002400000003],[-1.9699709999999868],[-17.92004399999996],[-0.5699460000000727],the radical guidebook embraced by google workers and uber drivers,,,
2019-10-11,0,[10.090087999999923],[2.9600829999999405],[-8.459961000000021],[3.280029999999897],[17.10998500000005],[7.829956000000038],[-20.349975000000086],[-13.90002400000003],[-1.9699709999999868],[-17.92004399999996],,,,
2019-10-14,1,[-6.760009999999966],[10.090087999999923],[2.9600829999999405],[-8.459961000000021],[3.280029999999897],[17.10998500000005],[7.829956000000038],[-20.349975000000086],[-13.90002400000003],[-1.9699709999999868],,,,
2019-10-15,1,[4.8000489999999445],[-6.760009999999966],[10.090087999999923],[2.9600829999999405],[-8.459961000000021],[3.280029999999897],[17.10998500000005],[7.829956000000038],[-20.349975000000086],[-13.90002400000003],,,,
2019-10-16,1,[22.609985999999935],[4.8000489999999445],[-6.760009999999966],[10.090087999999923],[2.9600829999999405],[-8.459961000000021],[3.280029999999897],[17.10998500000005],[7.829956000000038],[-20.349975000000086],,,,
2019-10-17,1,[2.469970999999987],[22.609985999999935],[4.8000489999999445],[-6.760009999999966],[10.090087999999923],[2.9600829999999405],[-8.459961000000021],[3.280029999999897],[17.10998500000005],[7.829956000000038],,,,
2019-10-18,0,[2.1398920000001453],[2.469970999999987],[22.609985999999935],[4.8000489999999445],[-6.760009999999966],[10.090087999999923],[2.9600829999999405],[-8.459961000000021],[3.280029999999897],[17.10998500000005],,,,
2019-10-21,0,[-7.969970999999987],[2.1398920000001453],[2.469970999999987],[22.609985999999935],[4.8000489999999445],[-6.760009999999966],[10.090087999999923],[2.9600829999999405],[-8.459961000000021],[3.280029999999897],pixel 4 review: google needs to do more to stand out,,,
2019-10-22,0,[-6.109985999999935],[-7.969970999999987],[2.1398920000001453],[2.469970999999987],[22.609985999999935],[4.8000489999999445],[-6.760009999999966],[10.090087999999923],[2.9600829999999405],[-8.459961000000021],,,,
2019-10-23,1,[-5.049927000000025],[-6.109985999999935],[-7.969970999999987],[2.1398920000001453],[2.469970999999987],[22.609985999999935],[4.8000489999999445],[-6.760009999999966],[10.090087999999923],[2.9600829999999405],google claims a quantum breakthrough that could change computing,"google, mark zuckerberg, world series: your wednesday briefing","turkey, google, brexit: your thursday briefing","syria, google, california: your wednesday evening briefing"
2019-10-24,1,[16.77001999999993],[-5.049927000000025],[-6.109985999999935],[-7.969970999999987],[2.1398920000001453],[2.469970999999987],[22.609985999999935],[4.8000489999999445],[-6.760009999999966],[10.090087999999923],"turkey, google, brexit: your thursday briefing",,,
2019-10-25,1,[0.08996600000000399],[16.77001999999993],[-5.049927000000025],[-6.109985999999935],[-7.969970999999987],[2.1398920000001453],[2.469970999999987],[22.609985999999935],[4.8000489999999445],[-6.760009999999966],"this week’s news quiz: google, chile, blue origin",the week in tech: google’s quantum leap,,
2019-10-28,1,[14.09997599999997],[0.08996600000000399],[16.77001999999993],[-5.049927000000025],[-6.109985999999935],[-7.969970999999987],[2.1398920000001453],[2.469970999999987],[22.609985999999935],[4.8000489999999445],"google, in rare stumble, posts 23% decline in profit",,,
2019-10-29,0,[14.550048999999944],[14.09997599999997],[0.08996600000000399],[16.77001999999993],[-5.049927000000025],[-6.109985999999935],[-7.969970999999987],[2.1398920000001453],[2.469970999999987],[22.609985999999935],"google misled consumers over location tracking, australia says","weekly news quiz for students: raid in syria, california fires, google",,
2019-10-30,1,[-13.609985000000052],[14.550048999999944],[14.09997599999997],[0.08996600000000399],[16.77001999999993],[-5.049927000000025],[-6.109985999999935],[-7.969970999999987],[2.1398920000001453],[2.469970999999987],why google’s quantum supremacy milestone matters,,,
2019-10-31,0,[8.320067999999992],[-13.609985000000052],[14.550048999999944],[14.09997599999997],[0.08996600000000399],[16.77001999999993],[-5.049927000000025],[-6.109985999999935],[-7.969970999999987],[2.1398920000001453],google wants safeguards for information in antitrust fight,,,
2019-11-01,1,[-1.1700439999999617],[8.320067999999992],[-13.609985000000052],[14.550048999999944],[14.09997599999997],[0.08996600000000399],[16.77001999999993],[-5.049927000000025],[-6.109985999999935],[-7.969970999999987],google to buy fitbit for $2.1 billion,,,
2019-11-04,1,[8.739990000000034],[-1.1700439999999617],[8.320067999999992],[-13.609985000000052],[14.550048999999944],[14.09997599999997],[0.08996600000000399],[16.77001999999993],[-5.049927000000025],[-6.109985999999935],"with a laser, researchers say they can hack alexa, google home or siri",,,
2019-11-05,0,[14.920043999999962],[8.739990000000034],[-1.1700439999999617],[8.320067999999992],[-13.609985000000052],[14.550048999999944],[14.09997599999997],[0.08996600000000399],[16.77001999999993],[-5.049927000000025],,,,
2019-11-06,1,[-0.8599859999999353],[14.920043999999962],[8.739990000000034],[-1.1700439999999617],[8.320067999999992],[-13.609985000000052],[14.550048999999944],[14.09997599999997],[0.08996600000000399],[16.77001999999993],,,,
2019-11-07,1,[2.3400879999999233],[-0.8599859999999353],[14.920043999999962],[8.739990000000034],[-1.1700439999999617],[8.320067999999992],[-13.609985000000052],[14.550048999999944],[14.09997599999997],[0.08996600000000399],,,,
2019-11-08,1,[14.579956000000038],[2.3400879999999233],[-0.8599859999999353],[14.920043999999962],[8.739990000000034],[-1.1700439999999617],[8.320067999999992],[-13.609985000000052],[14.550048999999944],[14.09997599999997],,,,
2019-11-11,0,[6.089966000000004],[14.579956000000038],[2.3400879999999233],[-0.8599859999999353],[14.920043999999962],[8.739990000000034],[-1.1700439999999617],[8.320067999999992],[-13.609985000000052],[14.550048999999944],artificial intelligence is too important to leave to google and facebook alone,,,
2019-11-12,0,[-3.9901129999998375],[6.089966000000004],[14.579956000000038],[2.3400879999999233],[-0.8599859999999353],[14.920043999999962],[8.739990000000034],[-1.1700439999999617],[8.320067999999992],[-13.609985000000052],google to store and analyze millions of health records,,,
2019-11-13,1,[-1.1999510000000555],[-3.9901129999998375],[6.089966000000004],[14.579956000000038],[2.3400879999999233],[-0.8599859999999353],[14.920043999999962],[8.739990000000034],[-1.1700439999999617],[8.320067999999992],"google makes a bid for banking, where tech firms go to stumble",,,
2019-11-14,1,[3.9300539999999273],[-1.1999510000000555],[-3.9901129999998375],[6.089966000000004],[14.579956000000038],[2.3400879999999233],[-0.8599859999999353],[14.920043999999962],[8.739990000000034],[-1.1700439999999617],,,,
2019-11-15,1,[13.959961000000021],[3.9300539999999273],[-1.1999510000000555],[-3.9901129999998375],[6.089966000000004],[14.579956000000038],[2.3400879999999233],[-0.8599859999999353],[14.920043999999962],[8.739990000000034],supreme court to hear google and oracle copyright case,,,
2019-11-18,0,[15.930053999999927],[13.959961000000021],[3.9300539999999273],[-1.1999510000000555],[-3.9901129999998375],[6.089966000000004],[14.579956000000038],[2.3400879999999233],[-0.8599859999999353],[14.920043999999962],google stadia wants you to replace your video game console. don’t.,,,
2019-11-19,0,[-11.520019999999931],[15.930053999999927],[13.959961000000021],[3.9300539999999273],[-1.1999510000000555],[-3.9901129999998375],[6.089966000000004],[14.579956000000038],[2.3400879999999233],[-0.8599859999999353],,,,
2019-11-20,0,[-12.239990000000034],[-11.520019999999931],[15.930053999999927],[13.959961000000021],[3.9300539999999273],[-1.1999510000000555],[-3.9901129999998375],[6.089966000000004],[14.579956000000038],[2.3400879999999233],google hires firm known for anti-union efforts,"gordon sondland, debate, google: your wednesday evening briefing",google policy change upends online plans for 2020 campaigns,
2019-11-21,0,[-8.68994100000009],[-12.239990000000034],[-11.520019999999931],[15.930053999999927],[13.959961000000021],[3.9300539999999273],[-1.1999510000000555],[-3.9901129999998375],[6.089966000000004],[14.579956000000038],,,,
2019-11-22,0,[-0.13000400000009904],[-8.68994100000009],[-12.239990000000034],[-11.520019999999931],[15.930053999999927],[13.959961000000021],[3.9300539999999273],[-1.1999510000000555],[-3.9901129999998375],[6.089966000000004],campaigns say google ad policy sidesteps problem of disinformation,google changed its political ad policy. will facebook be next?,,
2019-11-25,1,[-10.280029000000013],[-0.13000400000009904],[-8.68994100000009],[-12.239990000000034],[-11.520019999999931],[15.930053999999927],[13.959961000000021],[3.9300539999999273],[-1.1999510000000555],[-3.9901129999998375],,,,
2019-11-26,1,[7.5098870000001625],[-10.280029000000013],[-0.13000400000009904],[-8.68994100000009],[-12.239990000000034],[-11.520019999999931],[15.930053999999927],[13.959961000000021],[3.9300539999999273],[-1.1999510000000555],google fires 4 workers active in labor organizing,,,
2019-11-27,0,[3.690063999999893],[7.5098870000001625],[-10.280029000000013],[-0.13000400000009904],[-8.68994100000009],[-12.239990000000034],[-11.520019999999931],[15.930053999999927],[13.959961000000021],[3.9300539999999273],,,,
2019-11-29,0,[],[-2.0100099999999657],[3.690063999999893],[7.5098870000001625],[-10.280029000000013],[-0.13000400000009904],[-8.68994100000009],[-12.239990000000034],[-11.520019999999931],[15.930053999999927],,,,
2019-12-02,0,[-2.160033999999996],[],[-2.0100099999999657],[3.690063999999893],[7.5098870000001625],[-10.280029000000013],[-0.13000400000009904],[-8.68994100000009],[-12.239990000000034],[-11.520019999999931],,,,
2019-12-03,1,[-11.079956000000038],[-2.160033999999996],[],[-2.0100099999999657],[3.690063999999893],[7.5098870000001625],[-10.280029000000013],[-0.13000400000009904],[-8.68994100000009],[-12.239990000000034],era ends for google as founders step aside from a pillar of tech,,,
2019-12-04,1,[15.71008299999994],[-11.079956000000038],[-2.160033999999996],[],[-2.0100099999999657],[3.690063999999893],[7.5098870000001625],[-10.280029000000013],[-0.13000400000009904],[-8.68994100000009],"impeachment, emmanuel macron, google: your wednesday briefing","dealbook: google’s founders to step aside, ending an era",where will sundar pichai take google?,
2019-12-05,1,[13.530029000000013],[15.71008299999994],[-11.079956000000038],[-2.160033999999996],[],[-2.0100099999999657],[3.690063999999893],[7.5098870000001625],[-10.280029000000013],[-0.13000400000009904],how google’s founders slowly stepped away from their company,,,
2019-12-06,1,[0.13000499999998283],[13.530029000000013],[15.71008299999994],[-11.079956000000038],[-2.160033999999996],[],[-2.0100099999999657],[3.690063999999893],[7.5098870000001625],[-10.280029000000013],,,,
2019-12-09,1,[7.180053999999927],[0.13000499999998283],[13.530029000000013],[15.71008299999994],[-11.079956000000038],[-2.160033999999996],[],[-2.0100099999999657],[3.690063999999893],[7.5098870000001625],,,,
2019-12-10,1,[5.520019999999931],[7.180053999999927],[0.13000499999998283],[13.530029000000013],[15.71008299999994],[-11.079956000000038],[-2.160033999999996],[],[-2.0100099999999657],[3.690063999999893],,,,
2019-12-11,0,[3.160033999999996],[5.520019999999931],[7.180053999999927],[0.13000499999998283],[13.530029000000013],[15.71008299999994],[-11.079956000000038],[-2.160033999999996],[],[-2.0100099999999657],,,,
2019-12-12,1,[-5.819946000000073],[3.160033999999996],[5.520019999999931],[7.180053999999927],[0.13000499999998283],[13.530029000000013],[15.71008299999994],[-11.079956000000038],[-2.160033999999996],[],,,,
2019-12-13,0,[4.3300789999998415],[-5.819946000000073],[3.160033999999996],[5.520019999999931],[7.180053999999927],[0.13000499999998283],[13.530029000000013],[15.71008299999994],[-11.079956000000038],[-2.160033999999996],,,,
2019-12-16,1,[-0.11999500000001717],[4.3300789999998415],[-5.819946000000073],[3.160033999999996],[5.520019999999931],[7.180053999999927],[0.13000499999998283],[13.530029000000013],[15.71008299999994],[-11.079956000000038],googled ‘impeachment’ lately? first result is a bloomberg ad,,,
2019-12-17,0,[4.670043999999962],[-0.11999500000001717],[4.3300789999998415],[-5.819946000000073],[3.160033999999996],[5.520019999999931],[7.180053999999927],[0.13000499999998283],[13.530029000000013],[15.71008299999994],,,,
2019-12-18,0,[-7.770019999999931],[4.670043999999962],[-0.11999500000001717],[4.3300789999998415],[-5.819946000000073],[3.160033999999996],[5.520019999999931],[7.180053999999927],[0.13000499999998283],[13.530029000000013],,,,
2019-12-19,1,[-3.9799809999999525],[-7.770019999999931],[4.670043999999962],[-0.11999500000001717],[4.3300789999998415],[-5.819946000000073],[3.160033999999996],[5.520019999999931],[7.180053999999927],[0.13000499999998283],,,,
2019-12-20,0,[4.220092999999906],[-3.9799809999999525],[-7.770019999999931],[4.670043999999962],[-0.11999500000001717],[4.3300789999998415],[-5.819946000000073],[3.160033999999996],[5.520019999999931],[7.180053999999927],,,,
2019-12-23,0,[-13.760009999999966],[4.220092999999906],[-3.9799809999999525],[-7.770019999999931],[4.670043999999962],[-0.11999500000001717],[4.3300789999998415],[-5.819946000000073],[3.160033999999996],[5.520019999999931],,,,
2019-12-24,0,[-7.030029000000013],[-13.760009999999966],[4.220092999999906],[-3.9799809999999525],[-7.770019999999931],[4.670043999999962],[-0.11999500000001717],[4.3300789999998415],[-5.819946000000073],[3.160033999999996],,,,
2019-12-26,1,[],[-4.93994100000009],[-7.030029000000013],[-13.760009999999966],[4.220092999999906],[-3.9799809999999525],[-7.770019999999931],[4.670043999999962],[-0.11999500000001717],[4.3300789999998415],,,,
2019-12-27,0,[14.229980000000069],[],[-4.93994100000009],[-7.030029000000013],[-13.760009999999966],[4.220092999999906],[-3.9799809999999525],[-7.770019999999931],[4.670043999999962],[-0.11999500000001717],my decade in google searches,,,
2019-12-30,0,[-11.099975000000086],[14.229980000000069],[],[-4.93994100000009],[-7.030029000000013],[-13.760009999999966],[4.220092999999906],[-3.9799809999999525],[-7.770019999999931],[4.670043999999962],white extremism faces a subversive foe online: google ads,,,
