Date,Label,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10,top11,top12,top13,top14,top15,top16,top17,top18,top19,top20,top21,top22,top23,top24,top25
2020-06-24,0,"verisign now #228 largest company, surpassing ford motor",future of ford motor rests heavily on new full-size pickup and automaker&quot;s ability to build quickly and flawlessly,"ford expands climate change goals, sets target to become carbon neutral by 2050: annual sustainability report",,,,,,,,,,,,,,,,,,,,,,
2020-06-25,1,carbon neutrality by 2050: ford sustainability leaders on ambitious new goal during wolfe research fireside chat,ford motor company issues a safety compliance recall and a safety recall in north america,"thinking about trading options or stock in invitae corp, penn national gaming, ford motor company, bank of america, or advanced micro devices?",ford and vodafone partner on 5g project,,,,,,,,,,,,,,,,,,,,,
2020-06-26,0,trump administration asks supreme court to strike down affordable care act,how jennifer crawford’s rural fantasy became a reality,ford motor company (f) fireside chat hosted by citi research (transcript),"in all-important pickup truck wars, ford freshens up its venerable f-150","ford unveils its all-new f-150 office, uh, pickup (photos)","ford unveils its all-new f-150 office, uh, pickup [photos]",,,,,,,,,,,,,,,,,,,
2020-06-29,1,"ford, wayne state university and access coalition expands mobile covid-19 testing; effort tests more than 10,000 people","thinking about trading options or stock in aptose biosciences, novavax, inovio pharmaceuticals, ford motor, or carnival corp?",ford plans to reach carbon neutrality by 2050,"aqr capital management llc sells 460,441 shares of ford motor (nyse:f)",,,,,,,,,,,,,,,,,,,,,
2020-06-30,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,0,"thinking about trading options or stock in fedex corp, inovio pharmaceuticals, ford motor, boeing, or plug power?",,,,,,,,,,,,,,,,,,,,,,,,
2020-07-02,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-07,0,"‘notes on a silencing,’ by lacy crawford: an excerpt",,,,,,,,,,,,,,,,,,,,,,,,
2020-07-08,0,stanford permanently cuts 11 sports amid coronavirus pandemic,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-09,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-10,1,fedex made a demand dan snyder couldn’t afford to dismiss,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-13,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-14,1,"dunford bows out of search for virus oversight chair, leaving it leaderless",,,,,,,,,,,,,,,,,,,,,,,,
2020-07-15,1,former manhattan federal prosecutor fired by trump to teach at stanford,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-16,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-17,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-21,0,zooming in on bill buford’s latest obsession,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-22,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-23,1,the ford bronco is a huge success story investors cannot ignore,railway issue in mexico hits ford,,,,,,,,,,,,,,,,,,,,,,,
2020-07-24,0,"thinking about trading options or stock in advanced micro devices, ford, bank of america, apple, or boeing?","busey wealth management has $79,000 stock holdings in ford motor (nyse:f)",what&quot;s in the offing for ford (f) this earnings season?,new york state teachers retirement system cuts holdings in ford motor (nyse:f),ford motor (nyse:f) shares sold by robeco institutional asset management b.v.,"robeco institutional asset management b.v. sells 4,238,035 shares of ford motor (nyse:f)",,,,,,,,,,,,,,,,,,,
2020-07-27,1,ford to discuss results for second quarter 2020 with rbc capital markets,how the ford gt was aerodynamically designed,ford stock has positive macro and micro catalysts,ford is setting up an electrifying q2 report,ford stock is worth $8.29 based on its potential dividend,"thinking about trading options or stock in moderna, netflix, american airlines, general electric, or ford?",ford motor (nyse:f) stock position reduced by banque cantonale vaudoise,"cwm llc purchases 16,747 shares of ford motor (nyse:f)",ford motor (nyse:f) price target raised to $7.00,,,,,,,,,,,,,,,,
2020-07-28,1,why ford bronco is more than just a fading fad,ford needs a plan to keep investors from driving away,analysts expect ford motor (nyse:f) will post quarterly sales of $14.98 billion,ford motor (nyse:f) expected to announce quarterly sales of $14.98 billion,ford motor (f) set to announce quarterly earnings on thursday,,,,,,,,,,,,,,,,,,,,
2020-07-29,0,"families across the u.s. struggle to afford diapers, wipes and formula",ford executive galhotra to speak during jefferies virtual industrials conference on aug. 5,why $7 will be a distant memory after ford stock earnings,ford motor q2 2020 earnings preview,"ford deploys four-legged dog-like robots to save time, money",ford motor (nyse:f) expected to announce earnings of -$1.27 per share,,,,,,,,,,,,,,,,,,,
2020-07-30,1,why ford&quot;s second-quarter loss was $3 billion narrower than expected,"ford delivers on earnings, but many concerns remain for rest of 2020",ford motor company 2020 q2 - results - earnings call presentation,ford records better-than-anticipated q2 operating results as company manages for both coronavirus and long term,ford earnings report due as auto giants tally pandemic&quot;s impact,candriam luxembourg s.c.a. reduces stake in ford motor (nyse:f),"candriam luxembourg s.c.a. sells 56,918 shares of ford motor (nyse:f)",,,,,,,,,,,,,,,,,,
2020-07-31,0,"catch up: ford posts a profit, united warns pilots of furloughs and more.",can’t afford a birkin bag or a racehorse? you can invest in one,"pitcairn co. sells 7,839 shares of ford motor (nyse:f)","thinking about trading options or stock in altimmune inc, apple, ford motor, general electric, or under armour?","ford (f) q2 loss narrower than expected, revenues top estimates","stratos wealth partners ltd. sells 62,384 shares of ford motor (nyse:f)",a look into ford&quot;s debt,ford motor (nyse:f) shares sold by jacobi capital management llc,ford (f) q2 2020 earnings call transcript,ford motor (nyse:f) shares sold by first trust advisors lp,ford motor company&quot;s (f) ceo jim hackett on q2 2020 results - earnings call transcript,,,,,,,,,,,,,,
2020-08-03,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-04,0,ford’s chief jim hackett to retire as company tries to regain momentum.,"ford, struggling in a changing industry, replaces its c.e.o.",,,,,,,,,,,,,,,,,,,,,,,
2020-08-05,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-06,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-07,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-10,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-11,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-12,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-13,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-14,1,cracking codes with sanford biggers,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-17,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-18,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-19,0,"the affordable care act, and trump’s push to repeal it, become a focus at the democratic convention.",,,,,,,,,,,,,,,,,,,,,,,,
2020-08-20,1,"‘he’ll be there for you, too,’ gabrielle giffords says of joe biden",,,,,,,,,,,,,,,,,,,,,,,,
2020-08-21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-24,1,"doctors are offering direct access in the pandemic, for those who can afford it.",why ford shares need more time in the repair shop,unusual options activity insight: ford motor,ford has begun building a new factory for the electric f-150,ford rallies after charging ahead with f-150 strategy,"while ford stock isn&quot;t a screaming buy, it definitely has some momentum","fisher asset management llc has $472,000 stake in ford motor (nyse:f)",ford motor (nyse:f) stock holdings decreased by fisher asset management llc,"morgan stanley sells 7,679,219 shares of ford motor (nyse:f)",morgan stanley has $82.96 million position in ford motor (nyse:f),,,,,,,,,,,,,,,
2020-08-25,0,ford constructing factory for all-electric f-150: report,ford bronco nearly returned 2 decades ago and it could have looked like this     - roadshow,"the zacks analyst blog highlights: mgm, wynn resorts, apple, paypal and ford","tesla, ford and others push for appeal in ftc-qualcomm legal battle     - roadshow",ford motor company issues safety recall for select 2020 ford explorer and lincoln aviator vehicles,,,,,,,,,,,,,,,,,,,,
2020-08-26,0,"as stanford cuts teams, olympic hopefuls all over the u.s. feel a chill",how mark duplass and bradley whitford swapped bodies,"ford, bedrock and bosch exploring highly automated vehicle technology in detroit to help make parking easier",ford&quot;s stealth 2020 success: the explorer,"fiat chrysler, led by ram, leapfrogs ford in customer satisfaction; gm drops in survey",ford employee donation match program contributes more than $1 million to covid-19 relief worldwide,gm and ford near finish of coronavirus ventilator projects,,,,,,,,,,,,,,,,,,
2020-08-27,1,"douglas a.j. latchford, khmer antiquities expert, dies at 88","ford, fiat chrysler still under investigation in union corruption probe - cnbc","this day in market history: the debut of the edsel, ford&quot;s biggest flop","wsj wealth adviser briefing: broader investor access, ford workplace revamp, office banter app",,,,,,,,,,,,,,,,,,,,,
2020-08-28,1,ford&quot;s project apollo and ford fund to deliver 10 million masks to at-risk communities across the u.s,ford motor&quot;s debt overview,ford motor&#39;s debt overview,ford&quot;s mustang mach-e sound gets remixed by detroit artist dear     - roadshow,,,,,,,,,,,,,,,,,,,,,
2020-08-31,0,"a quick virus test? sure, if you can afford it",ford to trim 1k north america salaried jobs - bloomberg,"ford to cut 1,000 north america salaried jobs amid overhaul",state of wisconsin investment board increases holdings in ford motor (nyse:f),"downtown during covid: next steps on landing, district, ford on bay and more","rafferty asset management llc invests $89,000 in ford motor (nyse:f)",covid-19: ford to deliver 10 million masks to at-risk communities,,,,,,,,,,,,,,,,,,
2020-09-01,1,ford motor company may be preparing for a massive change,"ford motor to slash its north american salaried workforce by 1,000 jobs","ford plans to cut 1,000 salaried jobs in north america",ford stock looks like a tossup,ford seen struggling to return to +10% margins,ford motor (nyse:f) shares purchased by rockefeller capital management l.p.,"16,000 shares in ford motor (nyse:f) acquired by alberta investment management corp","gm, ford complete us contracts to build breathing machines","ford&quot;s global caring month promotes &quot;acts of kindness,&quot; invites employees to recognize nonprofits amid global pandemic","ford ceo rejects tesla battery: &quot;no advantage for our company""",,,,,,,,,,,,,,,
2020-09-02,1,gerald ford rushed out a vaccine. it was a fiasco.,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-03,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-04,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-08,1,mark bradford reveals new paintings quarantined in a grain tower,"first pandemic, now ransomware: attack forces hartford to postpone school",,,,,,,,,,,,,,,,,,,,,,,
2020-09-09,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-10,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-11,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-14,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-15,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-16,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-17,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-18,0,christian siriano and tom ford have an unexpected mind-meld,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-24,1,f.a.a. says harrison ford can continue flying,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-25,0,former ford ceo sells miami beach mansion for $18m (photos),,,,,,,,,,,,,,,,,,,,,,,,
2020-09-28,1,ford&quot;s unionized canada workers ok contract; c$1.8b for ev battery production,ford reveals plans to build electric vehicles in canada,union workers vote to approve collective bargaining deal with ford,ford applies for german covid-19 loan guarantees - handelsblatt,"autotrader: check out the mustang mach-e, ford&quot;s electric suv",,,,,,,,,,,,,,,,,,,,
2020-09-29,0,exro technologies appoints former ford global chief engineer julie wurmlinger to board of directors,"thinking about trading options or stock in advanced micro devices, bank of america, ford, solaredge technologies, or caterpillar?",ford motor (nyse:f) receives daily news impact rating of 0.20,ford (f) reaches historic 3-year deal with unifor in canada,ford to be canada&quot;s first maker of fully electric vehicles,,,,,,,,,,,,,,,,,,,,
2020-09-30,1,ford recalls over 700k vehicles due to faulty backup cameras,"ford recalls 700,000 vehicles for rearview camera failures; drops price of mustang mach-e",ford recalls over 700k vehicles; backup cameras can go dark,jim farley is asking everyone he meets how to fix ford,masternaut teams up with ford to provide fleet management services and solutions,ford cuts price of 2021 mustang mach-e: here&quot;s the breakdown,ford motor company issues one safety compliance recall and two safety recalls in north america,,,,,,,,,,,,,,,,,,
2020-10-01,1,a renter wanted to return to her childhood neighborhood. could she still afford it?,ford&quot;s new ceo hopes to win over wall street and boost profit margins by doubling down on trucks and mustangs,how a new ceo at ford plans to turn the automaker around,the electric ford f-150 could boast a toolbox-sized range-extending engine     - roadshow,new ford ceo makes dramatic changes in first day on the job,"ford new ceo farley eyes software, tech stack as differentiator vs. rivals","should you invest in apple, ford, morgan stanley, datadog, or exxon mobil?",new ford ceo jim farley&quot;s first move is an executive shake-up,ford finance boss will return to tech sector in management overhaul,ford cfo tim stone to leave company,a look into ford motor&quot;s debt,ford names john lawler cfo and unveils organizational changes,"ford&quot;s new ceo farley promises urgency at automaker, shakes up management",ford ceo says cheaper cars being added to global lineup,"new ford ceo replaces cfo, pledges stronger profit margins","ford&#39;s new ceo farley promises urgency at automaker, shakes up management","ford announces operational and leadership changes; will drive growth, improve execution, speed transformation","ford recalls more than 700k vehicles, cuts mustang mach-e price",sei investments co. cuts stake in ford motor (nyse:f),"ford motor (nyse:f) receiving neutral media coverage, study finds","ford motor (nyse:f) earning neutral press coverage, report shows",,,,
2020-10-02,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-07,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-09,0,"whitey ford, beloved yankees pitcher who confounded batters, dies at 91","in a golden era for the yankees, the mound belonged to whitey ford",,,,,,,,,,,,,,,,,,,,,,,
2020-10-12,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-13,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-14,0,ford and mellon foundations unveil initiative for disabled artists,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-15,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-16,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-20,1,1.5 million new yorkers can’t afford food. pantries are their lifeline.,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-21,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-22,1,"james redford, documentarian and environmentalist, dies at 58",,,,,,,,,,,,,,,,,,,,,,,,
2020-10-23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-26,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-27,0,c-suite rides: ford&quot;s future doesn&quot;t have many cars but lexus&quot;s does (photos),"should you invest in alibaba, walt disney, intel corp, ford, or salesforce?",unusual options activity insight: ford motor,"executive wealth management llc has $405,000 stock holdings in ford motor (nyse:f)",should you buy ford (f) ahead of earnings?,lsv asset management lowers holdings in ford motor (nyse:f),lsv asset management reduces position in ford motor (nyse:f),"ford motor co. to donate nearly 500,000 masks to pittsburgh",,,,,,,,,,,,,,,,,
2020-10-28,1,ford and fiat chrysler report strong profits as car sales rebound.,ford now expects a full-year profit after earnings crush estimates,ford crushes q3 views with surprise earnings jump; 2020 profit outlook turns positive,"fords strong q3 driven by higher demand, operating execution, with game-changing vehicle launches starting in fourth quarter","ford&quot;s strong q3 driven by higher demand, operating execution, with game-changing vehicle launches starting in fourth quarter","steel peak wealth management llc has $106,000 holdings in ford motor (nyse:f)",will ford stock pop after earnings?,"a peek into the markets: us stock futures tumble; ge, ford earnings in focus",$32.70 billion in sales expected for ford motor (nyse:f) this quarter,,,,,,,,,,,,,,,,
2020-10-29,0,stephen weiss weighs in on ford,ford hauls stock markets higher; pinterest paints a pretty profit picture,"the zacks analyst blog highlights: pinterest, etsy, gilead and ford",there were 4 key factors to ford outperforming third-quarter earnings expectations,"stocks making the biggest moves midday: pinterest, ford, spotify, ebay & more","the ratings game: ford blew away wall street expectations, but here&quot;s what analysts are looking at next",wall street reacts to ford&quot;s strong q3: &quot;investors are getting excited&quot;,ford will reveal a battery-electric transit commercial van next month,"state of michigan retirement system acquires 227,500 shares of ford motor (nyse:f)",ford will unveil its electric transit delivery van on november 12th,ford and gm lied. the planet died. part two,"ford&quot;s (f) q3 earnings &amp; sales surpass estimates, up y/y","top analyst upgrades and downgrades: amgen, boeing, ebay, etsy, fastly, fiverr, ford, ge, gilead, pinterest, six flags and more","use it or lose it: new data tells ford, others, which features we really use",ford motor&quot;s debt overview,"thinking about buying stock in ford, biontech, pacific ethanol, inphi corp, or niu technologies?",ford e-transit electric van to debut on nov. 12     - roadshow,ford motor company 2020 q3 - results - earnings call presentation,consumers around the world are ready for green delivery as ford prepares to unveil e-transit on nov. 12,ford motor company (f) ceo jim farley on q3 2020 results - earnings call transcript,"pintrest, marvell, ford, ebay, alexion: what to watch when the stock market opens today",zacks: brokerages expect ford motor (nyse:f) will announce earnings of $0.22 per share,ford to unveil all-electric transit cargo van next month,ford (f) q3 2020 earnings call transcript,"ford sees full-year pretax profit, posts stronger than expected quarterly earnings"
2020-10-30,0,"peter secchia, confidant of ford and bush, dies at 83","ford aims high with hands-free f-150, mustang driving feature",ford&quot;s price target raised to $9 by morgan stanley,"ford advancing hands-free driver assist technology and making it more mainstream with f-150, mustang mach-e","ford eyes first-year sales of 100,000 vehicles with hands-free driving system",ford brings hands-free driving to f-150 and mach-e with active drive assist     - roadshow,ford plans to unveil all-electric transit van as home deliveries skyrocket,,,,,,,,,,,,,,,,,,
2020-11-02,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-03,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-04,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-05,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-06,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-09,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-10,1,key justices signal support for affordable care act,affordable housing for soho,,,,,,,,,,,,,,,,,,,,,,,
2020-11-11,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-12,0,"senator james lankford, a republican, says he would ‘step in’ to make sure biden receives daily briefings.",,,,,,,,,,,,,,,,,,,,,,,,
2020-11-13,1,they met in touchy-feely 101 at stanford,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-16,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-17,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-18,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-19,0,"derek fordjour, from anguish to transcendence",,,,,,,,,,,,,,,,,,,,,,,,
2020-11-20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-23,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-24,1,lesson of the day: ‘oxford’s 2020 word of the year? it’s too hard to isolate’,ford orders 12 ultra-cold freezers to distribute covid-19 vaccines to employees,why ford stock is roaring higher today,"should you invest in general electric, nio, bank of america, ford, or pfizer?",ford orders 12 ultra-cold freezers to distribute covid-19 vaccines,"westpac banking corp purchases 74,675 shares of ford motor (nyse:f)",ford&quot;s new ceo tackles warranty costs in bid to boost profit,,,,,,,,,,,,,,,,,,
2020-11-25,0,"&quot;halftime report&quot; traders weigh in on ford, gm and fisker",ford stock downgraded to hold at morgan stanley,"ford preps for a coronavirus vaccine, buys big freezers     - roadshow","morgan stanley downgrades ford, says ev strategy is &quot;not fully clear&quot;",gm wins out over ford in morgan stanley&quot;s battle of detroit,mike khouw sees unusual options activity in ford,ford motor (nyse:f) downgraded by morgan stanley,improving cash flows put gm and ford dividends in line for restoration,covid-19: ford orders 12 ultra-cold freezers,ford orders 12 ultra-cold freezers for in-house distribution of covid-19 vaccines,,,,,,,,,,,,,,,
2020-11-27,0,ford can be fixed. why its stock could double.,"wells fargo, ford: latest upgrades and downgrades",ford motor (nyse:f) stock rating lowered by morgan stanley,,,,,,,,,,,,,,,,,,,,,,
2020-11-30,0,ford to convert cologne factory for meb based ev production,ford motor (nyse:f) shares sold by seeyond,"fjarde ap fonden fourth swedish national pension fund acquires 126,500 shares of ford motor (nyse:f)",andra ap fonden lowers holdings in ford motor (nyse:f),,,,,,,,,,,,,,,,,,,,,
2020-12-01,1,lesson of the day: ‘1.5 million new yorkers can’t afford food. pantries are their lifeline.’,bearish ford option trader bets $1.1m stock is headed lower over the next 2 years,"should you invest in micron technology, ford motor, intel corp, american airlines, or carnival corp?",ford motor company&quot;s (f) management presents at bank of america 2020 leveraged finance virtual conference (transcript),ford urges other automakers to follow california clean air rules,,,,,,,,,,,,,,,,,,,,
2020-12-02,1,"how francis ford coppola got pulled back in to make ‘the godfather, coda’","bay ridge, brooklyn: convenient to manhattan, but more affordable",,,,,,,,,,,,,,,,,,,,,,,
2020-12-03,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,1,the hartford courant’s newsroom is closing down.,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-07,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-08,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-09,1,a ‘godfather’ guide: how francis ford coppola’s trilogy has evolved,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-10,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-11,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-14,0,stanford’s tara vanderveer ties record for coaching wins,"captrust financial advisors buys 45,770 shares of ford motor (nyse:f)",exoduspoint capital management lp invests $1.16 million in ford motor (nyse:f),public employees retirement system of ohio increases stock position in ford motor (nyse:f),brokerages expect ford motor (nyse:f) will post quarterly sales of $33.30 billion,demand for 2021 ford f-150 pickups exceeds supply: buyers want &quot;steak in a hamburger world&quot;,,,,,,,,,,,,,,,,,,,
2020-12-15,1,new electric ford mustang starts to hit showrooms,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-16,0,"virtu financial llc invests $686,000 in ford motor (nyse:f)",,,,,,,,,,,,,,,,,,,,,,,,
2020-12-17,0,how the oxford-astrazeneca vaccine works,ford receives world environment center&quot;s 2020 gold medal award for corporate sustainability,review: the ford bronco sport is a capable crossover that will win over the suburbs,,,,,,,,,,,,,,,,,,,,,,
2020-12-18,0,bill ford: ‘our family name is on the line every day’,general motors and ford won&quot;t mandate covid-19 vaccinations for employees,tesla competitor analysis: reviews of the ford mustang mach-e,bill ford: &quot;our family name is on the line every day&quot;,"teachers retirement system of the state of kentucky sells 17,588 shares of ford motor (nyse:f)",,,,,,,,,,,,,,,,,,,,
2020-12-21,1,"ford poised to soar 34% higher, says analyst","ford supports insuretech revolution with insurance carriers, ford insure and lincoln motor company insure, using embedded telematics to help customers save on auto policies",ford&quot;s manufacturing chief among 3 execs to retire,ford motor company issues two safety recalls in north america,,,,,,,,,,,,,,,,,,,,,
2020-12-22,0,watch this teaser video from ford showing electric f-150 playing in snow with mustang mach e,"ford recalling 30,000 full-size vans, explorers and aviators",,,,,,,,,,,,,,,,,,,,,,,
2020-12-23,1,"simple, affordable and socially distanced, snowshoeing gets hot",ford motor (nyse:f) pt raised to $12.00,,,,,,,,,,,,,,,,,,,,,,,
2020-12-24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-28,0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-29,0,ride stock price: $35 target by r.f. lafferty,"the zacks analyst blog highlights: baidu, tesla, general motors, ford and volkswagen",,,,,,,,,,,,,,,,,,,,,,,
2020-12-30,1,u.k. authorizes covid-19 vaccine from oxford and astrazeneca,"ford begins deliveries of mustang mach-e with competitive price, 300-mile range",find cheap stocks under $10 to buy for 2021 with this screener,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,0,can you afford to buy a home?,ford and indian auto maker mahindra call off joint venture,ev company news for the month of december 2020,"ford, mahindra call off auto joint venture","bank of america, ford, general motors price analysis roundup",you think your job is tough: ford's futurist predicts 7 trends for 2021,u.s. auto market 2020 flashback and looking ahead to 2021,av investment roadmap - part 2: autonomous ride services and the 'waymo bump' for alphabet,"tesla stock gains, e.l.f. beauty soars, and the stock market is super quiet",ford motor and bryan cranston urge americans to 'finish strong' and follow covid precautions,"ford, mahindra call off india auto jv",,,,,,,,,,,,,,
2021-01-04,0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-05,1,mexico approved the oxford-astrazeneca vaccine for emergency use.,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-06,1,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-07,1,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-08,0,"gabby giffords: 10 years ago, a gunman tried to silence me",,,,,,,,,,,,,,,,,,,,,,,,
2021-01-11,1,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-12,1,an inn or bike tour of your own: how to make buyouts more affordable,"ford sold 602,627 vehicles in china in 2020, up 6% year-on-year",,,,,,,,,,,,,,,,,,,,,,,
2021-01-13,0,7 great speculations for 2021,the electric vehicle revolution: is it really different this time?,,,,,,,,,,,,,,,,,,,,,,,
2021-01-14,1,"with a lot of optimism and vaccine hopes, u.s. auto sales could increase as much as 10% in 2021",china vehicle sales: ford vs. general motors,ford: a flagship 'epicenter' stock with ev upside and great management,,,,,,,,,,,,,,,,,,,,,,
2021-01-15,0,tesla might finally have some competition. from ford.,"tom lankford, 85, dies; southern journalist with divided loyalties",,,,,,,,,,,,,,,,,,,,,,,
2021-01-19,0,mexico 'flirting' with ford after u.s. carmaker bails on brazil,u.s. agency forcing ford to recall 3 million vehicles over air bags,ford (f) battles massive semiconductor supply deficit in india,guide to electric vehicle etfs,,,,,,,,,,,,,,,,,,,,,
2021-01-20,1,f stock price increased 8.38% today: why it happened,"4 top stock trades for thursday: nflx, f, unh, qqq",top consumer discretionary stocks for february 2021,"ford must recall 3m vehicles due to dangerous airbags, orders nhtsa",,,,,,,,,,,,,,,,,,,,,
2021-01-21,1,ford to take pension-related $1.5 billion charge in q4,ford to spend $610 million to recall 3 million vehicles due to potential air bag issues,ford to recall 3 million vehicles for air bags that could rupture,how option traders are playing ford following $2.7b rivian ev truck investment,call stock option activity is booming. why ford is a focus.,bulls bet ford will drive higher,why ford and fastly flew on a quiet stock market day,ford stock powers through three-year high,"ford shares on pace for best week since june on new products, earnings expectations",ford extends 3-day surge to 23% as rivian's big capital raise boosts the company's electric-car prospects (f),2021 auto stocks: ford is up 27% and general motors is up 34%,why ford stock is higher today,ford (f) enters first uptrend since 2013,ford (f) to recall 3m vehicles over takata airbag issue,,,,,,,,,,,
