Date,Label,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10,top11,top12,top13,top14,top15,top16,top17,top18,top19,top20,top21,top22,top23,top24,top25
2021-01-22,0,gm and ford stock finally capture some of tesla's heat,friday's biggest analyst calls,ford finally forced to recall 3 million cars over air bag concerns,jpmorgan upgrades ford: 'incoming tide of hot new products',ford's ‘hot' new cars earn its stock an upgrade to buy from j.p. morgan,analyst optimistic on ford's upcoming product launch,ford warns investors: $2.1 billion in charges are coming,"ibm plunges, ford falls, and fauci spooks the stock market",,,,,,,,,,,,,,,,,
2021-01-25,0,"leaders of amazon, mastercard, and ford urge biden to be ""climate president"" in new letter",f stock price: $14 target (up from $11) by jpmorgan,tesla cybertruck loses out to ford f-150 in cox survey of us pickup buyers,,,,,,,,,,,,,,,,,,,,,,
2021-01-26,0,ford motor company (f) dips more than broader markets: what you should know,f vs. tsla: which stock is the better value option?,top ranked momentum stocks to buy for january 26th,has ford motor (f) outpaced other auto-tires-trucks stocks this year?,,,,,,,,,,,,,,,,,,,,,
2021-01-27,0,"crawford county, arkansas covid case and risk tracker","hartford county, connecticut covid case and risk tracker","bradford county, florida covid case and risk tracker","crawford county, georgia covid case and risk tracker","crawford county, illinois covid case and risk tracker","ford county, illinois covid case and risk tracker","blackford county, indiana covid case and risk tracker","woodford county, illinois covid case and risk tracker","crawford county, indiana covid case and risk tracker","crawford county, iowa covid case and risk tracker","ford county, kansas covid case and risk tracker","crawford county, kansas covid case and risk tracker","stafford county, kansas covid case and risk tracker","woodford county, kentucky covid case and risk tracker","oxford county, maine covid case and risk tracker","harford county, maryland covid case and risk tracker","crawford county, michigan covid case and risk tracker","wexford county, michigan covid case and risk tracker","crawford county, missouri covid case and risk tracker","strafford county, new hampshire covid case and risk tracker","guilford county, north carolina covid case and risk tracker","hertford county, north carolina covid case and risk tracker","there's a new ""short burn of the century""","abbott laboratories (abt) ceo, robert ford on q4 2020 results - earnings call transcript",will ford stock slow down ahead next week's earnings?
2021-01-28,0,"short sellers pump the brakes on tesla, hit the gas on ford, gm",wall street selloff makes good entry point: 5 stocks to grab,,,,,,,,,,,,,,,,,,,,,,,
2021-01-29,0,"biogen, 3d systems, duke energy, ford and more of friday afternoon's analyst calls",hilltop holdings' (hth) ceo jeremy ford on q4 2020 results - earnings call transcript,top ranked growth stocks to buy for january 29th,,,,,,,,,,,,,,,,,,,,,,
2021-02-01,1,millions of ford vehicles will run on google's android operating system starting in 2023,"ford, google partner on android-connected vehicles","ford partners with google to advance built-in apps, services",top ranked momentum stocks to buy for february 1st,powered by android: ford motor company's future cars will have google on board,ford vehicles will be powered by google's android operating system,"ford, google join hands to offer cloud-based data services",ford bets on google cloud for its digital transformation,ford and google sign six-year deal for in-car connectivity and cloud services,"ford picks google for cloud, next-gen android automotive infotainment","another big week for q4 earnings, econ news; on semi beats",ford stock looks fabulous ahead of earnings event,ford (f) to post q4 earnings: what's in store for the stock?,top 6 momentum stocks for february despite recent turmoil,the top 50 robinhood stocks in february,ford's stock fell last week – what should you know?,,,,,,,,,
2021-02-02,0,ford earnings: what to look for,top ranked momentum stocks to buy for february 2nd,"amid cuts elsewhere, ford will invest $1 billion to build more rangers in south africa",ford stock price moves higher on google android partnership,"ford (f), google team up for cloud services, vehicle connectivity",will ford motor company stock pop after earnings?,ford to invest $1 billion to upgrade south africa operations,,,,,,,,,,,,,,,,,,
2021-02-03,1,ford motor terminates electric vehicle plans with china's zotye,ford earnings are coming. what you need to know.,ford's forecast in focus as it wraps up year with quarterly loss,"earnings previews: activision blizzard, ford, peloton and t-mobile","2021 ford f-150 raptor arrives this summer, raptor r in 2022","ford unveils new version of highly profitable f-150 raptor performance pickup, plans v-8 model","ford's january sales fell, but the new f-150 is selling quickly",why ford motor stock accelerated in january,will surging sales in china beef up ford's (f) q4 earnings?,why ford (f) might surprise this earnings season,"ford's stock could surge 127% if the company is able to carve out a new revenue stream from data subscriptions, morgan stanley says","$1,000, 5 years later: ford's bumpy ride",,,,,,,,,,,,,
2021-02-04,0,ford motor company (f) ceo jim farley on q4 2020 results - earnings call transcript,"ford posts strong results, promises big bet on electric and self-driving cars",ford motor company (f) outpaces stock market gains: what you should know,"correcting and replacing multimedia ford raises planned investment in ev, av leadership to $29 billion; further advances turnaround of global automotive business in q4","ford reports unexpected 4th-quarter profit, aims to double ev investment",ford motor: q4 earnings insights,"ford's fourth-quarter operating income soars on europe turnaround, suv sales","ford doubles investment in electrification to $22b, $7b for avs","ford beats earnings, commits $29b to electric and autonomous vehicles","ford reports quarterly loss tops $2 billion, increases investment in electric vehicles","ford trades higher on q4 beat, automaker warns of semiconductor shortage's impact","ford boosts investment plan for evs and self driving vehicles, reports loss",ford is set to report results after the bell. here's what wall street expects,ford cuts production of f-150s amid a shortage of semiconductors,ford ends electric-car joint venture plan with china's zotye auto,top ranked growth stocks to buy for february 4th,chip shortage 2021: 7 companies feeling the heat from global semiconductor demand,chip shortage hits ford f-150 production,ford temporarily cuts output of some u.s. f-150 trucks amid semiconductor shortage,"ford to report earnings amid new vehicle launches, chip shortage",ford forced to cut profitable f-150 pickup truck production due to semiconductor chip shortage,buy 6 stocks ahead of earnings today after the closing bell,"ford (f) scales up south african operations, invests $1.05b",ford ceo promises 'year of action' as he accelerates company restructuring and transition to evs,
2021-02-05,0,"in ‘do-over,’ enrollment in affordable care act health insurance reopens","4 top stock trades for monday: f, clx, regn, lkncy",premarket prep stock of the day: ford motor company,"ford ceo confident in electric-vehicle strategy, says automaker won't 'cede the future to anyone'","ford says u.s. justice department, california end probe into emissions issue",8 stocks to buy for beginners in a hot market,ev stocks charging the future (video),"ford ‘is pulling a gm' with its bet on electric vehicles, and wall street applauds",ford ceo on the production impact of global chip shortages,"ford smashes 4th-quarter earnings estimates, ups investment in evs","gm, ford and other carmakers can't get enough chips. it's a huge problem",ford's investment in electric vehicles comes too late,"ford stock rises, peloton falls, and the market is ready for more fiscal stimulus",3 stocks to watch as shift to electric vehicle gains traction,5 top-ranked growth stocks to tap market rally in february,"wall street wrestles with how to value 100-year-old gm, ford as automaking goes all-in on evs","ford (f) beats on q4 earnings, boosts ev & av investments",,,,,,,,
2021-02-08,1,top ranked momentum stocks to buy for february 8th,"the station: uber slurps up drizly, ford doubles its ev budget and rad power bikes plots an expansion",are ford stock investors starting to believe in a connected ev future?,,,,,,,,,,,,,,,,,,,,,,
2021-02-09,1,"baidu, chipotle, dollar general, ford and more tuesday afternoon analyst calls","baidu rises, ford falls, and stocks are taking a breather","ford upgraded to buy at argus, with a price target that matches the street high",,,,,,,,,,,,,,,,,,,,,,
2021-02-10,0,biden administration urges supreme court to uphold affordable care act,"tuscan holdings is gaining traction, but where is microvast coming from?",ford stock takes a big left turn towards electric investment,ford: ways to profit from ford becoming the next ev meme stock,5 stocks to watch as auto sales look set for a rebound,,,,,,,,,,,,,,,,,,,,
2021-02-11,0,"millie hughes-fulford, nasa shuttle scientist, dies at 75","ford ceo calls for settlement between lg chem, sk innovation",gm is ahead of ford in the electric car race: jonas,how ford is tapping into the accelerating digital auto marketplace,a trade ruling just complicated ford's electric-truck plans,,,,,,,,,,,,,,,,,,,,
2021-02-12,1,rivian ipo prospect opens opportunities for these etfs,ford facing investment decisions for batteries and chip sourcing as profit threatened,,,,,,,,,,,,,,,,,,,,,,,
2021-02-16,1,ford sells stake in velodyne lidar: could automaker be looking elsewhere for autonomous tech?,key ford and gm plants to suspend operations,ford stock price increases over 40% pre-market: why it happened,,,,,,,,,,,,,,,,,,,,,,
2021-02-17,0,ford says it will phase out gasoline-powered vehicles in europe.,ford to go all electric in europe by 2030,ford plans all-electric passenger vehicles in europe by 2030,"ford accelerates toward an all-electric future in europe, as part of its $22 billion ev investment",ford europe to make only electric passenger cars by 2030,ford motor vows to sell only electric cars in europe by 2030,ford is investing $1 billion in germany as it goes electric in europe,"ford europe commits to ev-only future, first car due in 2023.",ford to switch to all-electric car range in europe by 2030,"ford invests $1 billion in german plant, targets move to 'all-electric' passenger vehicles in europe by 2030",ford is going all-in on electric vehicles in europe,treasury wine estates ltd (tsryy) ceo timothy ford on q2 2021 results - earnings call transcript,,,,,,,,,,,,,
2021-02-18,1,"ford recalling 153,000 vehicles in u.s., canada that could have faulty inflators",ford latest automaker to shut north american plants on u.s. winter weather,exclusive: ford puts projects with mahindra on hold as it reassesses india strategy - sources,,,,,,,,,,,,,,,,,,,,,,
2021-02-19,1,"milford graves, singular drummer and polymath, dies at 79",2 top tech stocks to buy now for big growth,ford asks dealers to lend f-150s with generators amid texas power outage,how ford is helping out texas,fsr stock price: $23 target by r.f. lafferty,,,,,,,,,,,,,,,,,,,,
2021-02-22,1,"ford's chief sustainability, environment & safety officer bob holycross to speak at rbc global esg conference on feb. 25",,,,,,,,,,,,,,,,,,,,,,,,
2021-02-23,1,is this the biggest winner from rivian automotive's massive ipo?,"with the lucid motors merger confirmed, cciv stock is your 10x opportunity","ford's stock hasn't done this in 6 years, chart analyst says as wall street grows optimistic on consumer plays",,,,,,,,,,,,,,,,,,,,,,
2021-02-24,1,why ford motor stock is climbing today,"ford ceo calls on u.s. government to support ev batteries, charging",ford could get a piece of oshkosh usps contract as engine supplier: detroit free press,,,,,,,,,,,,,,,,,,,,,,
2021-02-25,0,"us needs to make batteries on a large-scale to avoid chip-like shortage, says ford ceo",,,,,,,,,,,,,,,,,,,,,,,,
2021-02-26,0,ford's european production halt to have a large impact,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-01,1,jim cramer says these five reopening stocks are being ignored by wall street,cuomo accuser hires christine blasey ford lawyer ahead of sexual harassment investigation,7 value stocks ready for the next 10 years,,,,,,,,,,,,,,,,,,,,,,
2021-03-02,1,"new etf ""buzz"" launches with focus on trending, internet topics","growth stocks lead market lower; ford reclaims buy points as target, zoom reverse lower",buzz etf: the top 10 holdings in dave portnoy's new social media sentiment fund,,,,,,,,,,,,,,,,,,,,,,
2021-03-03,0,"growth stocks lead market lower; ford reclaims buy points as target, zoom reverse lower",option trade for ford stock with an unlimited potential upside gain,why e.l.f. beauty stock rose 18% in february,chip shortage may end semis' perfect storm prematurely,"digital transformation comes to energy, autos, and currency - jon markman and greg king join alpha trader (podcast transcript)",,,,,,,,,,,,,,,,,,,,
2021-03-04,0,u.s. itc criticizes ford for pursuing sk innovation battery deals,ford quietly begins production of new 'c' pickup in mexico,tesla is bleeding battery ev market share to ford's mustang mach-e: morgan stanley,,,,,,,,,,,,,,,,,,,,,,
2021-03-05,1,ford rejects u.s. itc criticism over sk innovation battery deals,ford senior leaders to describe opportunities in europe at jefferies conference on march 10,former ford ceo on what he expects from the auto industry's ev push,demand looks very high for ford's tesla-fighting mustang mach-e,ford's mustang mach-e is eating into tesla's us sales,,,,,,,,,,,,,,,,,,,,
2021-03-08,1,4 stocks hampered by this continued shortage of semiconductors,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-09,0,ford motor company (f) stock sinks as market gains: what you should know,"ford's focus on strengths, evs to drive growth",,,,,,,,,,,,,,,,,,,,,,,
2021-03-10,1,obamacare’s about to get a lot more affordable. these maps show how.,why did this analyst upgrade e.l.f. beauty stock?,"buy e.l.f. beauty stock, analyst says. the stimulus will help it this spring.",,,,,,,,,,,,,,,,,,,,,,
2021-03-11,0,ford mustang mach-e grabs electric vehicle share from tesla,buckle in for a wild ride with churchill capital iv spac,,,,,,,,,,,,,,,,,,,,,,,
2021-03-12,1,ford to launch recall of 2.9 million vehicles for air bag inflators,friday morning market highlights,,,,,,,,,,,,,,,,,,,,,,,
2021-03-15,0,stanford earns the top seed in the women’s n.c.a.a. tournament,cramer says ford and gm are in style on the wall street fashion show,"cramer says ford, general motors are picking up momentum as tesla shares slip",ford motor company (f) stock sinks as market gains: what you should know,ford appoints mobility veteran brett wheatley as transloc ceo,ovintiv (ovv) advances the divestment of eagle ford acreage,"ford, infiniti in spotlight on china consumer rights show",ford is here to win,ford (f) recalls 2.6m vehicles to replace faulty takata airbags,,,,,,,,,,,,,,,,
2021-03-16,0,affordable housing earns french couple the pritzker prize,f stock price fell 5.38%: why it happened,"uaw criticizes ford plan to build new vehicle in mexico, not ohio",ford debuts 2021 f-150 police responder: what you need to know,ford expands robotics research with $75 million u-m facility,"gm and ford take cues from tesla's success, but try to avoid musk's mistakes",ford just announced another battery-electric commercial van,ford to offer $2 billion in bonds; may refinance high-interest debt from 2020,ford announces $2 billion convertible notes offering,ford's turkish joint venture to produce electric vans from 2023,,,,,,,,,,,,,,,
2021-03-17,1,ford to allow some employees work-from-home flexibility,why ford stock could be an interesting play for options bulls,lordstown to report for first time amid short-seller battle,chip crunch throws auto market in disarray: no quick fix in sight,"ford (f) to build e-vans in turkey, revs up ev game in europe",ford to launch flexible work-from-home plan as employees return to offices this summer,can ford and gm catch tesla?,,,,,,,,,,,,,,,,,,
2021-03-18,0,ford to build some f-150 trucks without certain parts due to global chip shortage,"ford to only partially assemble some vehicles, idle two plants due to global chip shortage",4 disruptive auto industry changes creating ‘the perfect storm',united auto workers union rejects ford plan to build new car in mexico instead of ohio: 'corporate greed',,,,,,,,,,,,,,,,,,,,,
2021-03-19,0,ford surges on barclays upgrade — traders debate the call,ford will build f-150s without key computer chips amid global semiconductor shortage,why ford stock is moving higher today,etf spotlight: ford sees strong recovery from pandemic lows,ford stock gets a nod from another analyst,"amazon, fedex, ford, nike: jim cramer's stock market breakdown - march 19",barclays upgrades ford as partnership with vw takes fight to tesla,barclays upgrades ford as vw partnership accelerates shift to electric vehicles,ford upped to overweight by barclays on electric-vehicle view,"chip shortage continues to take toll with ford, nissan idling several us production sites",,,,,,,,,,,,,,,
2021-03-22,1,"11 years on, the affordable care act defies opponents and keeps expanding",ford motor company (f) gains but lags market: what you should know,jim cramer says cyclical stocks are worth buying after monday's dip,"ford (f) reveals features of 2021 equator, battles chip crunch",,,,,,,,,,,,,,,,,,,,,
2021-03-23,0,f stock price: $16 target by barclays,f stock price fell over 3.5% intraday: why it happened,ford (f) boosts productivity of commercial vehicles with fordliive,,,,,,,,,,,,,,,,,,,,,,
2021-03-24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-25,1,"ford can be sued in states where accidents occurred, supreme court rules",chip shortage leads ford to idle f-150 plant through sunday,u.s. supreme court rules against ford in product liability venue dispute,ford temporarily shuts down more production due to chip shortage,ford idles f-150 truck plant through sunday due to global chip shortage,should i buy ford shares after barclays raised its price target to $16?,ford to phase out mondeo sedan production in europe in early 2022,,,,,,,,,,,,,,,,,,
2021-03-26,0,klfb trial lawyers win important u.s. supreme court ruling in ford product defect lawsuit,ford stock dips after idling f-150 production,ford's f-150 generator takes power on the go,,,,,,,,,,,,,,,,,,,,,,
2021-03-29,0,ford motor company (f) dips more than broader markets: what you should know,"ford (f) to ramp up ev game in europe, invest in spain plant",,,,,,,,,,,,,,,,,,,,,,,
2021-03-30,1,will ford restore its stock dividend this year - evaluating the considerations,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-31,0,south carolina and stanford round out women’s final four,the return of strong earnings growth,ford slashes vehicle production at seven plants in north america due to chip shortage,ford will reduce production at several plants because of chip shortage,ford to provide update on financial impact of chip shortage on april 28,thunder bridge acquisition ii is worth a look after resetting to its ipo levels,,,,,,,,,,,,,,,,,,,
2021-04-01,0,"toyota sales jump, but g.m. and ford’s rebounds are weaker.",forget saas -- these stocks are the nasdaq's new leaders,"chip shortage: micron and western digital eye deal for kioxia, ford halts production at some plants",ford electrified vehicle sales up 74 percent on strong sales of mustang mach-e and f-150 powerboost hybrid,why ford shares have room to run,general motors reports 4% rise in first-quarter u.s. auto sales,ford and mahindra to end collaboration on all projects in india,,,,,,,,,,,,,,,,,,
2021-04-05,1,stanford wins n.c.a.a. women’s basketball title for first time in 29 years,ford stock price: $15 target by wells fargo,gm and ford are buys right now: analyst,here's why ford stock and gm stock are racing higher today,"wells fargo rates ford, gm as overweight",why this investor is bullish on gm and ford,ford's retail sales surge 23% amid booming demand for trucks and the mustang mach-e,ford stock price: $16 target (up from $14) by jefferies,,,,,,,,,,,,,,,,,
2021-04-06,1,who can actually afford to live in portland?,why stanford should clone itself,where ford motor stands with analysts,tesla 'fanbois' are harassing ford mustang mach-e owners online: freep,,,,,,,,,,,,,,,,,,,,,
2021-04-07,0,ford motor company (f) stock sinks as market gains: what you should know,ford launches psa to combat vaccine misinformation,,,,,,,,,,,,,,,,,,,,,,,
2021-04-08,0,gabrielle giffords’s group will install a memorial to gun violence victims on the national mall.,ford motor company announces details for q1 2021 earnings conference call,ford's china sales surge 73% as restructuring plan takes hold,,,,,,,,,,,,,,,,,,,,,,
2021-04-09,1,ford plans to run plants through traditional summer shutdown to recover from chip shortage,"ford, gm, intel among companies due to participate in white house meeting on chip shortage",impacts from semiconductor shortages grow for ford and gm,"chip shortage forces more production cuts by gm, ford","gm, ford's temporary shutdowns over chip shortage spread to more factories in north america",,,,,,,,,,,,,,,,,,,,
2021-04-12,0,an affordable duplex that’s good for dogs and drums,how the end to a south korean battery battle paves the way for ford and volkswagen's electric-vehicle race,is f.n.b. corporation (fnb) a good value investor stock?,biden meets today with executives on chip shortage as u.s. auto industry feels the pain,china auto sales on fast track: will it hit a speed bump?,,,,,,,,,,,,,,,,,,,,
2021-04-13,0,ford motor company (f) stock sinks as market gains: what you should know,"ford, gm among michigan companies opposing republican-backed voting limits","ford, gm stocks are getting ready for their next move",ford partners with nio on charging as chinese auto giant geely eyes ev deal,3 legacy automakers to watch as the shift to evs speeds up,,,,,,,,,,,,,,,,,,,,
2021-04-14,1,"living in ... west hartford, conn.","west hartford, conn.: a suburb with an urban aesthetic",ford ceo takes shot at tesla for using customers to test unfinished tech,"ford takes aim at tesla, gm with its new hands-free driving system",ford outlines further production cuts due to global chip shortage,"ford brands level 2 hands-free driving as bluecruise, goes on 110k mile road trip",,,,,,,,,,,,,,,,,,,
2021-04-15,0,affordable housing forever,ford ceo takes a dig at tesla while teasing own self-driving tech,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16,0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-19,0,ford motor company (f) dips more than broader markets: what you should know,ford to start on-site covid-19 vaccination for u.s. employees,"ford's sales jumped 7.7% in europe as puma suv, commercial vehicles shine",,,,,,,,,,,,,,,,,,,,,,
2021-04-20,0,bradley whitford finds inspiration in the theater (and dog park),abbott laboratories (abt) ceo robert ford on q4 2020 results - earnings call transcript,,,,,,,,,,,,,,,,,,,,,,,
2021-04-21,1,sierra teller ornelas on the roots of ‘rutherford falls’,f stock: $15 target by bank of america,f vs. foxf: which stock is the better value option?,is ford motor (f) stock outpacing its auto-tires-trucks peers this year?,,,,,,,,,,,,,,,,,,,,,
2021-04-22,0,detroit's big 3 automakers look charged up for earnings,why ford (f) is set to maintain earnings beat streak in q1,ford motor stock revs higher following upgrade,"live | chipotle, airlines, ford: jim cramer's stock market breakdown- april 22",chip shortage prolongs ford production halt at 5 north american factories,ford is the first legacy car manufacturer to get its ev strategy right,,,,,,,,,,,,,,,,,,,
2021-04-23,1,hilltop holdings inc.'s (hth) ceo jeremy ford on q1 2021 results - earnings call transcript,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-26,0,"hester ford, oldest american, dies",ford is moving in the right direction,"with biden as an ally, united auto workers union prepares to fight for ev jobs",cramer on chip shortage: 'we're starting to see the end of the tightness',will surging sales in north america drive ford's (f) q1 earnings?,,,,,,,,,,,,,,,,,,,,
2021-04-27,1,ford opening $185 million battery development park,ford to open new lab to develop next-gen lithium-ion and solid-state batteries,ford accelerates ev battery development,"ford takes steps toward making battery cells for electric vehicles, following tesla and gm","ford to establish ""ion park"" battery center of excellence in se michigan","cramer says tesla failed to deliver 'blowout quarter,' believes ford and gm pose a threat",earnings preview: ford motor,ford's stock to remain muted post earnings?,,,,,,,,,,,,,,,,,
2021-04-28,0,global chip shortage will slash ford’s production by about half in the second quarter.,ford motor company (f) ceo jim farley on q1 2021 results - earnings call transcript,big winners in big tech for the quarter,"ford ceo expects chip shortage impact to bottom in q2, production rebound in second half of year",ford q1 2021 earnings report recap,ford's earnings crushed estimates -- but the chip shortage is getting worse,ford posts strong earnings but warns chip shortage will get worse before it gets better,"ford's earnings crushed expectations, chip shortage is starting to hurt",ford to pause output at mexico plant amid supply shortages - sources,ford expects to lose 50% of q2 production due to chip shortage,"earnings results: ford swings to first-quarter profit, but stock falls","ford posts profit, sees chip shortage bottoming out in second quarter",ford is set to report results after the bell. here's what wall street expects,"united auto workers presses gm, ford on unionizing battery plants","ford (f) steps up battery r&d, to establish new battery center",will ford's stock pop after earnings?,ford earnings: what to look for,"8 stocks to watch for april 28, 2021",,,,,,,
2021-04-29,0,"cramer backs ford, undrafted in the cnbc stock draft, to outperform recovery favorites","ford dives 10% after warning 2nd-quarter production will be halved by a chip shortage (f, inx)",ford skids on anticipated production shortages for 2nd quarter,ford nears decision to license vw tech for second european ev: bloomberg news,ford's 'confusing' 2021 guidance is hurting its stock despite blowout first-quarter earnings,the ratings game: ford's ‘massive' first-quarter beat overshadowed by chip-shortage headwinds,"ford smashes 1st-quarter earnings estimates, plans to double ev investment","ford slumps 10% after being hit by chip shortage, drags down rival gm, suppliers",cramer on how the global chip shortage impacted ford's earnings,ford's production cut wowed. what wall street is saying.,why ford motor company stock is getting clobbered today,why are ford and general motors trading lower today?,"8 stocks to watch for april 29, 2021",,,,,,,,,,,,
2021-04-30,1,"gm ceo mary barra total compensation rose to $23.7 million in 2020, double what rival ford ceo made",f stock: from $12.43 to $11.26 explanation,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03,1,"ford is boosting its stake in battery start-up solid power, a key quantumscape rival","ford could produce its own ev battery cells by 2025, executive says","exclusive: ford, bmw lead $130 million investing round in solid-state battery startup",ford motor: why you should buy the post-earnings dip,,,,,,,,,,,,,,,,,,,,,
2021-05-04,0,"ford to focus on mobility, equity and access at its first 2021 city of tomorrow summit","argo's new lidar sensor could help ford, vw deploy self-driving vehicles at scale",churchill capital corp iv can carve a profitable ev niche,new lidar brings ford-backed argo ai a big step closer to full self-driving,f stock: from $11.62 to $11.23 (3.36% decrease) intraday explanation,"despite tight inventories, ford's u.s. sales surged 65% in april","ford april vehicle sales jumped to nearly 200,000, as ev sales soared nearly fourfold",ford electrified vehicle sales post best sales month ever – up 262 percent on mustang mach-e and f-150 powerboost hybrid,"automakers, dealers see low inventory after another huge month of sales",,,,,,,,,,,,,,,,
2021-05-05,1,"‘girls5eva,’ ‘rutherford falls’ and the nostalgia trap","johnny crawford, a western hero’s son on ‘the rifleman,’ dies at 75","semiconductor shortage hits ford bronco suv, ranger pickup production",the latest chip shortage shutdown will cost ford an estimated $1.2 billion in revenue,"ford to launch new off-road timberline models this summer, starting with explorer suv",ford launching new off-road timberline models starting with explorer suv,,,,,,,,,,,,,,,,,,,
